id,name,artist(s),popularity,liked,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2UE4m8egf0aREmOi47sDOk,Next Girl,['The Black Keys'],49,1,0.383,0.748,1,-6.343,0,0.0343,0.022,0.00014,0.114,0.255,171.568,198213,4
0dpNxKXHazvWga4MN6z2rn,Strange Times,['The Black Keys'],42,1,0.453,0.819,8,-6.374,0,0.0329,0.0212,0.000822,0.144,0.699,160.585,190320,4
2bZxZW9xhRYBS4JI6fG4vI,Girl Is On My Mind,['The Black Keys'],2,1,0.477,0.832,1,-6.463,0,0.108,0.512,0.00657,0.121,0.411,112.182,208173,4
2cGKpvG1sGtoA3OjNEIMOO,Set You Free,['The Black Keys'],0,1,0.441,0.928,9,-5.164,0,0.166,0.058,6.92e-05,0.131,0.473,122.684,166240,4
1j57OIXW7Wbb72x88yDJDc,Thickfreakness,['The Black Keys'],0,1,0.368,0.744,2,-4.841,1,0.0411,0.559,0.893,0.352,0.525,142.84,228373,4
3zRgFbu0y42O46Rb74TbjL,Have Love Will Travel,['The Black Keys'],21,1,0.381,0.704,7,-4.509,1,0.0395,0.204,0.012,0.0766,0.763,129.359,153787,4
204U3zjm9kkzX25Pr4Rdld,Kelly Price (feat. Travis Scott),"['Migos', 'Travis Scott']",62,1,0.745,0.685,4,-5.7,0,0.0313,0.53,0.0,0.176,0.437,121.977,363934,4
4IBwgoDpNG2p7EouVtFw0E,Venice Venture,['Big Wild'],51,1,0.744,0.756,9,-7.72,1,0.13,0.0954,0.698,0.893,0.364,160.981,220865,4
1db8YDcKwVH06jUtmYWStH,Sneaky,"['Grandtheft', 'TroyBoi']",31,1,0.713,0.569,4,-5.967,1,0.0485,0.0413,0.0385,0.131,0.0825,82.508,168727,4
5WtKSBI21sZmwRHAEe7uTp,Give Me More,['Grandtheft'],33,1,0.741,0.919,9,-1.338,0,0.0788,0.0407,0.602,0.162,0.377,160.044,266202,4
28r8mD037GEBPG5a65YdDQ,Keep It 100,"['Grandtheft', 'Keys N Krates']",45,1,0.623,0.947,1,-3.347,1,0.25,0.00598,0.788,0.279,0.457,164.029,214138,4
0o3etB8NU99YA7IPQLbWvK,Sing,['Dimond Saints'],21,1,0.898,0.579,9,-4.884,1,0.145,0.00192,0.809,0.075,0.171,82.078,152195,4
22xQRjFV37RAA1TeLrw3f3,Hirohito,['Dimond Saints'],20,1,0.811,0.511,1,-5.28,1,0.0913,0.244,0.679,0.0715,0.623,139.973,171429,4
0Dzdbry8jkC6prlYVS72A0,Make It Through,['Dimond Saints'],14,1,0.837,0.453,7,-6.29,1,0.0403,0.04,0.335,0.112,0.173,89.997,266667,4
5GjaN0c3ZmOYAnGFAs9r3g,Life,['Blue Mora'],25,1,0.673,0.45,1,-11.31,1,0.0395,0.346,0.92,0.155,0.24,128.023,333516,4
4g5MorMCNI2aOwEBSov4RT,Malt Liquor,['Lewis Del Mar'],47,1,0.705,0.72,8,-8.229,1,0.144,0.489,0.0466,0.13,0.353,122.001,261120,4
33umhvUI5zJRxXDQcYk4Uj,Needed Me - Recorded at Spotify Studios NYC,['Lewis Del Mar'],40,1,0.591,0.689,7,-6.509,1,0.03,0.149,7.87e-06,0.0919,0.422,81.639,288427,4
5DOadSIDaKFwUPcbcbDv5J,Loud(y),['Lewis Del Mar'],46,1,0.721,0.585,9,-6.508,0,0.0678,0.296,2.28e-05,0.092,0.475,140.107,249573,4
3TTVgqpcMhzeymFY0OJ4Ia,Wave(s),['Lewis Del Mar'],56,1,0.62,0.515,4,-8.174,0,0.172,0.505,6.5e-05,0.103,0.375,73.997,238400,4
4jM6E6vRCy5fz2ML9X644v,Painting (Masterpiece) - Recorded at Spotify Studios NYC,['Lewis Del Mar'],35,1,0.569,0.815,6,-5.499,1,0.037,0.0504,0.0,0.058,0.799,96.502,261587,4
2746pcTPaE9FBHkvUivCsg,Life Round Here,['James Blake'],49,1,0.612,0.659,10,-9.714,0,0.0476,0.413,0.402,0.11,0.254,144.904,217120,4
7JzmCjvB6bk48JghLyrg8N,Last Living Souls,['Gorillaz'],51,1,0.849,0.536,9,-5.596,0,0.0582,0.0283,0.45,0.0659,0.89,137.068,195400,4
7sGwdi45kQ4FSk2QwX224V,Trouble in the West,['KOAN Sound'],21,1,0.597,0.813,1,-4.57,1,0.0554,0.000885,0.72,0.083,0.313,138.089,340668,4
4Pkst1hmHJ8dUdOaBqdee7,Incomplete Kisses,['Sampha'],52,1,0.65,0.418,6,-12.363,1,0.0451,0.467,0.000108,0.101,0.265,127.206,233857,4
2R1Q4cxCUuOK7SJzxblk5k,Under,['Sampha'],43,1,0.752,0.533,11,-8.986,0,0.0348,0.151,5.05e-05,0.114,0.461,114.984,281946,4
5IRLnB7JqTMcIlMtE0Rcuv,Reverse Faults,['Sampha'],45,1,0.68,0.428,7,-11.283,0,0.0517,0.388,0.00407,0.0825,0.415,127.922,253435,4
2r3W5VKpa07a52vvytL65Z,Too Much,['Sampha'],48,1,0.556,0.227,11,-13.149,1,0.0748,0.91,8.84e-06,0.228,0.394,138.388,177796,4
4JJIj448WHVYw2kEYfIj94,Blood On Me,['Sampha'],0,1,0.773,0.518,11,-8.188,1,0.145,0.117,0.0136,0.611,0.642,104.024,246952,4
528cn9VuUcjioySL0258gV,(No One Knows Me) Like the Piano,['Sampha'],8,1,0.619,0.198,10,-13.808,1,0.0344,0.976,0.00191,0.104,0.179,128.998,218160,4
40IQooNkPRVtn4zlE3ZFpA,untitled 07 | 2014 - 2016,['Kendrick Lamar'],56,1,0.567,0.455,6,-11.75,0,0.496,0.738,0.0,0.708,0.351,127.002,496173,4
3ODXRUPL44f04cCacwiCLC,i,['Kendrick Lamar'],56,1,0.541,0.809,8,-4.286,1,0.324,0.708,0.0,0.72,0.753,120.094,336013,4
5Mtt6tZSZA9cXTHGSGpyh0,The Blacker The Berry,['Kendrick Lamar'],57,1,0.553,0.852,10,-4.08,0,0.305,0.00713,0.0,0.463,0.27,176.058,328827,4
4tQcyj5488alHT1ZgFduzn,How Much A Dollar Cost,"['Kendrick Lamar', 'James Fauntleroy', 'Ronald Isley']",55,1,0.624,0.729,1,-4.747,1,0.198,0.415,0.0,0.135,0.334,87.948,261747,4
2UOYzhusMTypF7oAQwksCj,Hood Politics,['Kendrick Lamar'],55,1,0.731,0.661,6,-6.562,0,0.376,0.145,0.0,0.12,0.369,87.912,292520,4
0CjJqkWOpIUXdem5hUcxAk,Momma,['Kendrick Lamar'],53,1,0.615,0.743,1,-4.58,1,0.325,0.254,0.0,0.665,0.515,111.914,283120,5
3iVcZ5G6tvkXZkZKlMpIUs,Alright,['Kendrick Lamar'],67,1,0.796,0.766,7,-5.974,1,0.238,0.0742,0.0,0.0827,0.558,110.034,219333,4
0N3W5peJUQtI4eyR6GJT5O,King Kunta,['Kendrick Lamar'],70,1,0.884,0.657,6,-4.569,0,0.0977,0.00589,0.0,0.154,0.489,107.059,234693,4
1H7yy9jlDYS2EBF41J6Yf5,Black Boy Fly - Bonus Track,['Kendrick Lamar'],46,1,0.593,0.731,1,-5.21,1,0.149,0.108,1.52e-06,0.103,0.61,160.084,279147,4
5ujh1I7NZH5agbwf7Hp8Hc,Swimming Pools (Drank) - Extended Version,['Kendrick Lamar'],62,1,0.716,0.485,1,-7.745,1,0.404,0.123,2.69e-05,0.604,0.26,74.132,313787,4
2cDCojn6uIBM6A5xTAbl3H,m.A.A.d city,"['Kendrick Lamar', 'MC Eiht']",61,1,0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.048,350120,4
2P3SLxeQHPqh8qKB6gtJY2,Poetic Justice,"['Kendrick Lamar', 'Drake']",64,1,0.779,0.572,6,-9.985,0,0.378,0.157,0.0,0.246,0.647,135.956,300160,4
0AOvNRgl0SMfOibWA5bP8o,Money Trees,"['Kendrick Lamar', 'Jay Rock']",59,1,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994,386907,4
3aGibUHhQyBsyumYHylw0K,Backseat Freestyle,['Kendrick Lamar'],63,1,0.546,0.651,1,-7.601,1,0.3,0.000739,0.0,0.235,0.646,77.878,212653,4
712uvW1Vezq8WpQi38v2L9,"Bitch, Don’t Kill My Vibe",['Kendrick Lamar'],61,1,0.587,0.698,1,-8.948,1,0.0943,0.0152,0.0,0.442,0.0985,133.954,310720,4
4fVqQKbROkz8Z9FFJS7vls,HiiiPower,['Kendrick Lamar'],57,1,0.695,0.827,6,-5.742,0,0.282,0.179,0.0,0.283,0.538,81.024,279855,4
2b3KgzISdjZVNPJJ1945nw,Rigamortus,['Kendrick Lamar'],60,1,0.52,0.807,2,-6.281,1,0.409,0.24,0.00257,0.199,0.628,178.012,168591,4
2MYl0er3UZ1RlKwRb5LODh,A.D.H.D,['Kendrick Lamar'],67,1,0.609,0.799,9,-6.883,1,0.24,0.33,0.0,0.108,0.582,157.74,215509,4
5DO1SazQppcsKQ1c1JpyQz,Hol' Up,['Kendrick Lamar'],55,1,0.607,0.869,5,-5.271,1,0.345,0.781,0.0,0.137,0.577,155.983,173158,4
1DCLOAT1E5NDZDupAE95ka,R.O.T.C (Interlude),"['Kendrick Lamar', 'BJ The Chicago Kid']",39,1,0.645,0.779,6,-7.265,0,0.316,0.324,0.0,0.65,0.368,98.405,163106,4
5UCsGZSezdlGA1bY3QMgXG,Performance,['The xx'],43,1,0.277,0.313,9,-9.413,0,0.0383,0.494,0.00027,0.106,0.0582,84.975,246013,1
1G0tKddGsps6kc64lTHVZF,Hypericum,['Gem Club'],0,1,0.24,0.196,1,-12.768,1,0.0311,0.945,0.304,0.0983,0.138,103.98,252296,4
4TveXIaooLJ5ruMpNqdTTZ,Only,['RY X'],3,1,0.293,0.176,7,-15.531,0,0.0304,0.906,0.542,0.109,0.086,82.306,268456,3
6KIKRz9eSTXdNsGUnomdtW,Straight Outta Compton,['N.W.A.'],66,1,0.833,0.874,8,-9.426,1,0.155,0.0495,0.0,0.345,0.414,102.866,258688,4
5n8Aro6j1bEGIy7Tpo7FV7,Fuck Tha Police,['N.W.A.'],65,1,0.865,0.751,8,-8.363,0,0.304,0.0184,0.0,0.0529,0.851,98.647,345717,4
2g8HN35AnVGIk7B8yMucww,Big Poppa,['The Notorious B.I.G.'],71,1,0.778,0.578,9,-7.22,0,0.274,0.432,0.0,0.138,0.758,84.487,252747,4
5ByAIlEEnxYdvpnezg7HTX,Juicy,['The Notorious B.I.G.'],74,1,0.889,0.816,9,-4.67,1,0.247,0.472,0.0,0.204,0.777,96.056,302693,4
6HTJZ0TQJVMSKkUGzAOe2h,Old Thing Back (feat. Ja Rule and Ralph Tresvant),"['Matoma', 'The Notorious B.I.G.', 'Ja Rule', 'Ralph Tresvant']",68,1,0.805,0.858,0,-3.067,1,0.105,0.194,7.89e-06,0.256,0.523,97.033,321649,4
6xCZ5hulrqJwPb4CPK4e7G,Crown Me,['Hopsin'],45,1,0.692,0.668,1,-11.357,1,0.373,0.135,0.0,0.162,0.199,129.74,272680,4
7dDLHlyZJBqEWSndlPWyCT,Ill Mind of Hopsin 5,['Hopsin'],60,1,0.737,0.707,1,-11.113,1,0.448,0.514,0.0,0.393,0.561,98.121,289004,4
6rVujfYLm9YmdyjV5xTgsS,Ill Mind of Hopsin 7,['Hopsin'],55,1,0.642,0.791,2,-3.859,0,0.322,0.0515,0.0,0.119,0.331,93.015,350482,4
6IY2y3kjjLaNbxW4GLiYQR,Ill Mind of Hopsin 8,['Hopsin'],61,1,0.743,0.787,5,-4.863,0,0.348,0.403,0.0,0.0553,0.71,126.98,390005,4
2qOm7ukLyHUXWyR4ZWLwxA,It Was A Good Day,['Ice Cube'],70,1,0.796,0.748,5,-5.409,0,0.126,0.321,4.94e-05,0.217,0.802,82.384,260000,4
4xkOaSrkexMciUUogZKVTS,'Till I Collapse,"['Eminem', 'Nate Dogg']",80,1,0.572,0.853,1,-3.203,1,0.217,0.0757,0.0,0.0798,0.102,171.297,297893,4
6or1bKJiZ06IlK0vFvY75k,Rap God,['Eminem'],74,1,0.708,0.843,7,-2.66,1,0.314,0.397,0.0,0.799,0.625,148.14,363521,4
7Ie9W94M7OjPoZVV216Xus,Not Afraid,['Eminem'],75,1,0.855,0.954,0,-1.19,0,0.264,0.529,0.0,0.205,0.668,114.635,248133,5
3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,['Eminem'],76,1,0.95,0.665,5,-4.286,0,0.061,0.0339,0.0,0.0453,0.76,104.504,284200,4
7lQ8MOhq6IN2w8EYcFNSUk,Without Me,['Eminem'],78,1,0.929,0.65,7,-2.882,1,0.0858,0.00348,0.0,0.308,0.655,112.249,290227,4
4LujRMTMwAfFKjm45tixHY,Straight Outta Compton,['N.W.A.'],6,1,0.831,0.935,8,-6.02,1,0.197,0.0374,0.0,0.33,0.367,102.836,259227,4
4LwU4Vp6od3Sb08CsP99GC,The Next Episode,"['Dr. Dre', 'Snoop Dogg']",67,1,0.916,0.906,3,-2.494,0,0.195,0.0279,0.0,0.0803,0.291,95.3,161507,4
3kG2YgxjYnnPBlo7H08Xt3,Mo Money Mo Problems (feat. Mase & Puff Daddy),"['The Notorious B.I.G.', 'Mase & Puff Daddy']",9,1,0.857,0.867,6,-4.952,0,0.0635,0.0271,0.0,0.128,0.918,104.382,253133,4
6Tsu3OsuMz4KEGKbOYd6A0,Hypnotize,['The Notorious B.I.G.'],66,1,0.895,0.694,9,-4.384,1,0.275,0.176,0.0,0.292,0.632,93.944,230000,4
4RY96Asd9IefaL3X4LOLZ8,In Da Club,['50 Cent'],68,1,0.865,0.73,6,-2.813,0,0.373,0.283,0.0,0.0753,0.808,90.096,193467,4
503OTo2dSqe7qk76rgsbep,Still D.R.E.,"['Dr. Dre', 'Snoop Dogg']",72,1,0.821,0.774,11,-3.418,1,0.235,0.177,0.000676,0.0577,0.547,93.425,270587,4
7evPpWWu01Klxi0KlPxR17,Mercy,['Shawn Mendes'],15,1,0.568,0.686,11,-4.901,0,0.0903,0.133,0.0,0.11,0.4,148.294,208733,4
4Dbn05LNVX5giGbgbz5fdQ,Out Yo Way,['Migos'],48,1,0.562,0.758,1,-4.592,1,0.188,0.202,0.0,0.352,0.573,133.951,288387,4
7KOlJ92bu51cltsD9KU5I7,T-Shirt,['Migos'],69,1,0.865,0.687,10,-3.744,0,0.217,0.242,0.0,0.158,0.486,139.023,242407,4
4Km5HrUvYTaSUfiSGPJeQR,Bad and Boujee (feat. Lil Uzi Vert),"['Migos', 'Lil Uzi Vert']",73,1,0.927,0.665,11,-5.313,1,0.244,0.061,0.0,0.123,0.175,127.076,343150,4
6NyhBA9M6KK0fuVsojxL00,January 28th,['J. Cole'],60,1,0.483,0.546,5,-8.59,1,0.349,0.259,0.0,0.0951,0.372,81.967,242813,4
01wKeKPgYxdPYA8rfMveYc,Shot You Down (feat. Jay Rock & ScHoolboy Q),"['Isaiah Rashad', 'Jay Rock', 'ScHoolboy Q']",53,1,0.682,0.717,1,-3.682,1,0.246,0.385,0.0,0.152,0.507,90.147,426997,4
0qLt7pQhm8LDxFgI0YXdlY,Heavenly Father,['Isaiah Rashad'],59,1,0.608,0.676,1,-7.56,1,0.248,0.212,0.0,0.347,0.57,80.939,260632,4
0SGccA9exVTuzQY7jwbASF,Trials of the Past,"['SBTRKT', 'Sampha']",48,1,0.736,0.551,4,-6.839,0,0.17,0.291,0.00773,0.111,0.165,78.029,264120,4
2714ySK1pbOIGZwABmRyAz,"New Phone, Who Dis?",['Flatbush Zombies'],55,1,0.843,0.506,11,-11.312,1,0.285,0.278,6.34e-06,0.129,0.441,122.448,331347,4
5GFDrUTLGJix84sNhjCG0g,Caroline,['Aminé'],4,1,0.945,0.394,10,-8.571,1,0.492,0.303,0.0,0.131,0.743,120.058,209747,4
2uljPrNySotVP1d42B30X2,Wake Up,['Arcade Fire'],7,1,0.258,0.801,0,-4.792,1,0.0362,0.134,0.0363,0.0945,0.273,138.269,335333,4
7uSZPbd8DxdkmSauCKnITY,We Rise,['San Holo'],61,1,0.747,0.491,6,-6.043,1,0.0639,0.197,1.77e-05,0.0837,0.827,145.034,266483,4
3uhw3Z237K3cr1dSwRTvcM,Buried (feat. Rome Fortune),"['What So Not', 'George Maple', 'Rome Fortune']",27,1,0.595,0.826,5,-5.615,1,0.0581,0.0848,4.91e-05,0.112,0.314,125.008,205593,4
6tYxDbSlMbjir2tUrPUBia,Divide & Conquer,['What So Not'],28,1,0.638,0.587,6,-6.266,1,0.0413,0.00465,0.909,0.157,0.323,145.036,222369,4
4YphZ1frfLtp1aQEZEuPBH,Trust,"['What So Not', 'BURNS']",29,1,0.269,0.669,1,-7.97,1,0.0515,0.0122,0.00745,0.345,0.105,134.782,271018,4
2M5qth30iBEU1DwurvxaAE,Adieu,['What So Not'],46,1,0.518,0.531,4,-9.296,0,0.0334,0.177,0.00241,0.0674,0.143,144.097,100733,4
4JLojdKkKNM3rgvP2zvUGR,Jaguar,['What So Not'],41,1,0.529,0.882,9,-3.001,0,0.185,0.0528,6.97e-05,0.161,0.312,139.943,286929,4
60E5behybi3XUzcme2uojn,Tell Me,"['RL Grime', 'What So Not']",44,1,0.597,0.961,5,-2.909,0,0.0492,0.244,0.412,0.0928,0.345,140.034,281143,4
2DFIbI5BMinkZIqstHHbjM,New Sun - Gethen Mix,['Waterstrider'],0,1,0.518,0.621,6,-7.591,0,0.0319,0.0902,0.0106,0.121,0.18,122.049,201267,4
5IhtQJt44TmqHvqXrZpYAq,Able to See Me,['Hippie Sabotage'],1,1,0.43,0.734,9,-10.043,0,0.102,0.314,0.000286,0.0808,0.0634,133.992,193427,4
3v6gZPaK2BjaDlDNQLRvzv,Lone (feat. JOY.),"['What So Not', 'Ganz', 'JOY.']",35,1,0.421,0.705,1,-6.365,1,0.0709,0.124,0.000266,0.135,0.16,76.579,237031,4
6zpCJDhdpHPZCcFCJZDqX5,High You Are,"['What So Not', 'Branchez']",60,1,0.69,0.857,10,-5.613,1,0.0405,0.0557,0.11,0.0341,0.409,136.99,213340,4
3Biq6D20gB25YBpmZM6NxB,Folders,"['RYAN Playground', 'Ryan Hemsworth']",0,1,0.359,0.545,3,-8.259,0,0.08,0.283,0.00053,0.11,0.142,74.245,192968,4
3FtYbEfBqAlGO46NUDQSAt,Electric Feel,['MGMT'],74,1,0.763,0.807,1,-3.714,1,0.035,0.0714,0.28,0.348,0.559,103.038,229640,3
6CXFCte6QUmKbElWdJdjbb,Working For It - Bonus Track,"['ZHU', 'Skrillex', 'THEY.']",0,1,0.776,0.715,5,-6.587,0,0.0505,0.0971,0.0131,0.247,0.502,99.951,231813,4
7eXESEtK5e9gDz7jLyOVDb,Right Thing to Do,"['SBTRKT', 'Jessie Ware']",45,1,0.779,0.683,7,-8.47,1,0.04,0.00864,0.796,0.137,0.516,134.986,202573,4
6c6DEpGAvs1rzJkCp1ej8T,Sunset Lover,['Petit Biscuit'],45,1,0.773,0.475,6,-8.773,1,0.0501,0.798,0.589,0.112,0.203,90.835,237678,4
0SuLAslEMFZAXf0SwY7syi,All Time Low,['Jon Bellion'],70,1,0.584,0.569,0,-4.259,1,0.166,0.0508,0.0,0.0924,0.501,89.779,217603,4
6r7FXNO57mlZCBY6PXcZZT,Five Hours,['Deorro'],64,1,0.88,0.821,5,-2.545,0,0.118,0.0197,0.661,0.234,0.575,127.907,326888,4
3RUAMuC3YsBGMgiLF2vJC0,OTW (Remix),"['DJ Luke Nasty', '2 Chainz']",35,1,0.744,0.635,6,-6.926,1,0.0663,0.0156,0.0,0.0763,0.519,82.044,219512,4
5uDASfU19gDxSjW8cnCaBp,Chill Bill,"['Rob $tone', 'J. Davi$', 'Spooks']",74,1,0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,177184,4
0rHJxNaQRMGK6Y4TUx3xRO,Castro,"['Yo Gotti', 'Kanye West', 'Big Sean', 'Quavo', '2 Chainz']",49,1,0.79,0.544,10,-6.624,0,0.368,0.643,0.0,0.13,0.467,146.077,219947,4
2ANLarE8yHVsLWW21nj79M,You Was Right,['Lil Uzi Vert'],69,1,0.843,0.359,0,-7.417,1,0.461,0.069,0.0,0.12,0.156,81.987,163944,4
4ckuS4Nj4FZ7i3Def3Br8W,Sneakin’,"['Drake', '21 Savage']",32,1,0.804,0.56,8,-6.682,1,0.185,0.00479,0.0,0.164,0.272,85.023,251333,4
2HgGPga67UQXWW2JLuYE6E,T-Shirt,['Migos'],45,1,0.865,0.687,10,-3.744,0,0.217,0.242,0.0,0.158,0.486,139.023,242407,4
1FvU97lrWOG2NRxErh6OZz,Bad and Boujee (feat. Lil Uzi Vert),"['Migos', 'Lil Uzi Vert']",59,1,0.897,0.661,8,-6.2,0,0.27,0.0633,0.0,0.116,0.193,127.081,334467,4
6eG57n71RMwtmtmeJxinSQ,I Just Had Sex,"['The Lonely Island', 'Akon']",23,1,0.612,0.8,6,-4.284,1,0.167,0.0175,0.0,0.199,0.786,167.958,166560,4
6TSf6gcUmjDeuxzpXEoOlo,Lose It (feat. Vic Mensa),"['Flume', 'Vic Mensa']",1,1,0.605,0.853,9,-2.765,0,0.321,0.0876,0.0,0.214,0.61,130.027,225853,4
65vQJLC5T1PAodKAFz1HtX,Starlite,"['KOAN Sound', 'Asa']",22,1,0.524,0.755,11,-9.437,1,0.068,0.101,0.877,0.139,0.147,170.054,339554,4
4kas7msUGWdehI8RSe6f8j,Lost In Thought,['KOAN Sound'],31,1,0.472,0.376,0,-13.481,0,0.0315,0.319,0.875,0.0999,0.0658,142.023,399676,4
460DKckZv7K9xt3yTDO8VO,Chasing Heaven,"['Bassnectar', 'Levit∆te']",28,1,0.443,0.645,6,-6.24,1,0.0515,0.0127,0.952,0.122,0.139,128.044,318750,4
1OvIrA5Q0jvfhZBEEBfXnO,Dolphin On Wheels,"['Kill The Noise', 'Dillon Francis']",26,1,0.725,0.98,1,-3.685,1,0.147,0.00332,0.326,0.129,0.0707,129.97,174387,4
3WyXP15dqzhKtfcjqX1vsj,Strange Behaviour - Original Mix,"['Feed Me', 'Tasha Baxter']",0,1,0.586,0.813,6,-5.3,1,0.111,0.0631,0.000171,0.136,0.339,139.711,294913,4
2yyzO7NRl2A3RqfqIISstA,Rat Trap,['Feed Me'],0,1,0.656,0.921,1,-6.892,1,0.0432,0.00078,0.339,0.42,0.155,144.987,228095,4
58stjpV04lJKmPgc2vxm6J,Love Is All I Got,"['Feed Me', 'Crystal Fighters']",3,1,0.617,0.776,0,-6.06,1,0.0448,0.00081,0.0,0.458,0.407,130.04,186320,4
40f9IDTMDpFf3CnTcPhY5F,Oh That I Had,['Mt. Eden'],41,1,0.392,0.722,7,-5.033,1,0.0449,0.0831,0.0674,0.174,0.0637,101.497,314667,3
5l6tv2lFylSdCgkWyfHC0P,Sierra Leone (feat. Freshly Ground),"['Mt. Eden', 'Freshlyground']",46,1,0.362,0.738,3,-4.313,1,0.0375,0.00044,0.123,0.48,0.113,140.052,292907,4
6YJO2SbmitRchhX4uGgWxD,Woo Boost,['Rusko'],24,1,0.643,0.813,11,-4.19,0,0.142,0.000765,0.25,0.109,0.588,139.804,249480,4
2OXK1ShksXD51tOLsE0E7s,Tidal Wave,"['Sub Focus', 'Alpines']",36,1,0.522,0.868,5,-5.307,1,0.0412,0.0446,1.3e-06,0.635,0.514,173.96,228827,4
47r2YKldN36ykegWkciO0E,Doomsday,['NERO'],45,1,0.323,0.839,1,-4.592,1,0.152,0.000213,0.00224,0.276,0.134,120.19,251649,4
4A7qcJp2Sg867JST1pSPJz,Promises,['NERO'],48,1,0.489,0.952,9,-4.372,0,0.0616,4.5e-05,0.00639,0.469,0.293,143.935,257360,4
03EuhmMsEHVFI9ytainStU,I Can't Stop,['Flux Pavilion'],54,1,0.513,0.775,0,-7.202,0,0.0304,0.000672,0.248,0.409,0.205,139.932,303911,4
1fc12F23NDBAN1Y75GEc1v,Bass Cannon,['Flux Pavilion'],45,1,0.675,0.827,8,-4.292,0,0.0363,0.00138,0.865,0.68,0.0402,139.928,310411,4
5osHRqrBmK2Am2FhoNm2FL,Daydreamer (feat. Example) - Radio Edit,"['Flux Pavilion', 'Example']",37,1,0.539,0.914,9,-5.786,0,0.0345,0.00219,0.0806,0.199,0.432,141.35,212973,4
3a6unUszLQkRhXDPzQfxRa,Starlight,['Flux Pavilion'],33,1,0.501,0.869,1,-5.113,0,0.0296,0.00349,0.161,0.0578,0.067,140.006,250952,4
2BTPW7osibjN9gFDRY4mYN,Do or Die (feat. Childish Gambino),"['Flux Pavilion', 'Childish Gambino']",51,1,0.624,0.83,11,-5.018,0,0.121,0.000242,1.4e-05,0.306,0.432,145.146,245091,4
2G5nzWdblGm29nO1r7WxCU,Cracks Ft. Belle Humble - Flux Pavilion Remix,"['Flux Pavilion', 'Freestylers']",2,1,0.499,0.826,9,-7.082,0,0.0534,0.00095,0.029,0.122,0.427,140.007,281083,4
4yNoaxUJjnP50AXYoAZx4S,Emotional,"['Flux Pavilion', 'Matthew Koma']",52,1,0.493,0.865,11,-4.672,0,0.0609,0.00272,0.276,0.107,0.43,150.003,235276,4
0P16V3cety2W3BHUzBXGfD,Hold It Down,"['Datsik', 'Georgia Murray']",0,1,0.548,0.905,8,-3.935,1,0.0397,0.000326,0.36,0.26,0.24,139.968,274286,4
3GYxNNbOPggqdtW9G3tKLm,Sensei,['Datsik'],0,1,0.692,0.906,11,-1.39,0,0.128,0.00107,0.0103,0.262,0.281,150.1,206674,4
22Mme5vsZ688TMUieIHdx3,Wild for the Night (feat. Skrillex & Birdy Nam Nam),"['A$AP Rocky', 'Skrillex', 'Birdy Nam Nam', 'Lord Flacko']",12,1,0.756,0.857,2,-4.185,1,0.336,0.0452,0.0,0.121,0.688,140.016,212640,4
44gZSuP2nPUvab9ajBrnVM,Runner,"['A$AP Mob', 'A$AP ANT', 'Lil Uzi Vert']",50,1,0.856,0.548,8,-6.658,1,0.205,0.0977,0.0,0.115,0.312,130.063,199987,4
4gmmRb6bZJffOOiww1JGTO,No Heart,"['21 Savage', 'Metro Boomin']",68,1,0.906,0.444,4,-8.692,0,0.384,0.136,6.44e-05,0.173,0.678,140.063,235040,4
1Ser4X0TKttOvo8bgdytTP,Come Get Her,['Rae Sremmurd'],72,1,0.687,0.563,2,-6.214,1,0.163,0.184,0.0,0.0681,0.112,185.056,212947,4
2Q118suTcAQ6XVFWgj4SOL,Good Grief (feat. Diamante),"['Flatbush Zombies', 'Diamante']",45,1,0.734,0.389,1,-9.999,1,0.06,0.109,0.000515,0.0947,0.398,135.151,271267,4
3UREFGGERX9j7K3sGuiUEz,Acid Rain,['Lorn'],0,1,0.399,0.496,11,-7.513,0,0.035,0.0168,0.669,0.414,0.091,55.766,172473,4
2Df8M8sO1zhC71p2XQRwpj,Loud(y),['Lewis Del Mar'],48,1,0.712,0.563,7,-7.435,0,0.0712,0.261,2.61e-05,0.137,0.502,140.048,249520,4
2vcfImyMOQjYhnKOVkjoIR,Somebody New,['Joywave'],43,1,0.456,0.94,3,-3.334,0,0.0703,4.91e-05,0.000165,0.328,0.463,174.038,206320,4
5X4b5yuoihfPbZMzSOhg8M,Giants,['Bear Hands'],1,1,0.467,0.855,0,-5.485,1,0.114,0.00686,0.0126,0.0793,0.425,184.087,188267,4
5AaYYvCQa4BFk9QG7Kdwu5,Running - The Walking Dead Soundtrack,['Delta Spirit'],38,1,0.489,0.333,3,-9.353,0,0.0278,0.258,0.202,0.133,0.158,137.855,192933,4
5ougbVRCqpHM2JFUzO31ns,The Whip,['Locksley'],32,1,0.565,0.948,7,-4.765,1,0.0521,0.0255,3.29e-06,0.117,0.686,138.018,186187,4
